Fan: ON || temperature: 186 || time: 10/25/2019, 6:39:26 AM
Fan: ON || temperature: 300 || time: 10/25/2019, 6:40:49 AM
Fan: ON || temperature: 303 || time: 10/25/2019, 6:40:49 AM
Fan: ON || temperature: 306 || time: 10/25/2019, 6:40:49 AM
Fan: ON || temperature: 309 || time: 10/25/2019, 6:40:49 AM
Fan: ON || temperature: 312 || time: 10/25/2019, 6:40:49 AM
Fan: ON || temperature: 315 || time: 10/25/2019, 6:40:49 AM
Fan: ON || temperature: 318 || time: 10/25/2019, 6:40:49 AM
Fan: ON || temperature: 321 || time: 10/25/2019, 6:40:49 AM
Fan: ON || temperature: 324 || time: 10/25/2019, 6:40:49 AM
Fan: ON || temperature: 327 || time: 10/25/2019, 6:40:49 AM
Fan: ON || temperature: 330 || time: 10/25/2019, 6:40:49 AM
Fan: ON || temperature: 333 || time: 10/25/2019, 6:40:49 AM
Fan: ON || temperature: 336 || time: 10/25/2019, 6:40:49 AM
Fan: ON || temperature: 339 || time: 10/25/2019, 6:40:49 AM
Fan: ON || temperature: 342 || time: 10/25/2019, 6:40:49 AM
Fan: ON || temperature: 345 || time: 10/25/2019, 6:40:49 AM
Fan: ON || temperature: 348 || time: 10/25/2019, 6:40:49 AM
Fan: ON || temperature: 351 || time: 10/25/2019, 6:40:49 AM
Fan: ON || temperature: 354 || time: 10/25/2019, 6:40:49 AM
Fan: ON || temperature: 357 || time: 10/25/2019, 6:40:49 AM
Fan: ON || temperature: 360 || time: 10/25/2019, 6:40:49 AM
Fan: ON || temperature: 363 || time: 10/25/2019, 6:40:49 AM
Fan: ON || temperature: 366 || time: 10/25/2019, 6:40:49 AM
Fan: ON || temperature: 369 || time: 10/25/2019, 6:40:49 AM
Fan: ON || temperature: 372 || time: 10/25/2019, 6:40:49 AM
Fan: ON || temperature: 375 || time: 10/25/2019, 6:40:49 AM
Fan: ON || temperature: 378 || time: 10/25/2019, 6:40:49 AM
Fan: ON || temperature: 381 || time: 10/25/2019, 6:40:49 AM
Fan: ON || temperature: 384 || time: 10/25/2019, 6:40:49 AM
Fan: ON || temperature: 387 || time: 10/25/2019, 6:40:49 AM
Fan: ON || temperature: 390 || time: 10/25/2019, 6:40:50 AM
Fan: ON || temperature: 393 || time: 10/25/2019, 6:40:50 AM
Fan: ON || temperature: 396 || time: 10/25/2019, 6:40:50 AM
Fan: ON || temperature: 399 || time: 10/25/2019, 6:40:50 AM
Fan: ON || temperature: 402 || time: 10/25/2019, 6:40:50 AM
Fan: ON || temperature: 405 || time: 10/25/2019, 6:40:50 AM
Fan: ON || temperature: 408 || time: 10/25/2019, 6:40:50 AM
Fan: ON || temperature: 411 || time: 10/25/2019, 6:40:50 AM
Fan: ON || temperature: 414 || time: 10/25/2019, 6:40:50 AM
Fan: ON || temperature: 417 || time: 10/25/2019, 6:40:50 AM
Fan: ON || temperature: 420 || time: 10/25/2019, 6:40:50 AM
Fan: ON || temperature: 423 || time: 10/25/2019, 6:40:50 AM
Fan: ON || temperature: 426 || time: 10/25/2019, 6:40:50 AM
Fan: ON || temperature: 429 || time: 10/25/2019, 6:40:50 AM
Fan: ON || temperature: 432 || time: 10/25/2019, 6:40:50 AM
Fan: ON || temperature: 435 || time: 10/25/2019, 6:40:50 AM
Fan: ON || temperature: 438 || time: 10/25/2019, 6:40:50 AM
Fan: ON || temperature: 441 || time: 10/25/2019, 6:40:50 AM
Fan: ON || temperature: 444 || time: 10/25/2019, 6:40:50 AM
Fan: ON || temperature: 447 || time: 10/25/2019, 6:40:50 AM
Fan: ON || temperature: 450 || time: 10/25/2019, 6:40:50 AM
Fan: ON || temperature: 453 || time: 10/25/2019, 6:40:50 AM
Fan: ON || temperature: 456 || time: 10/25/2019, 6:40:50 AM
Fan: ON || temperature: 459 || time: 10/25/2019, 6:40:50 AM
Fan: ON || temperature: 462 || time: 10/25/2019, 6:40:50 AM
Fan: ON || temperature: 465 || time: 10/25/2019, 6:40:50 AM
Fan: ON || temperature: 468 || time: 10/25/2019, 6:40:50 AM
Fan: ON || temperature: 471 || time: 10/25/2019, 6:40:50 AM
Fan: ON || temperature: 474 || time: 10/25/2019, 6:40:50 AM
Fan: ON || temperature: 477 || time: 10/25/2019, 6:40:50 AM
Fan: ON || temperature: 480 || time: 10/25/2019, 6:40:50 AM
Fan: ON || temperature: 483 || time: 10/25/2019, 6:40:50 AM
Fan: ON || temperature: 486 || time: 10/25/2019, 6:40:50 AM
Fan: ON || temperature: 489 || time: 10/25/2019, 6:40:50 AM
Fan: ON || temperature: 492 || time: 10/25/2019, 6:40:50 AM
Fan: ON || temperature: 495 || time: 10/25/2019, 6:40:50 AM
Fan: ON || temperature: 498 || time: 10/25/2019, 6:40:50 AM
Fan: ON || temperature: 0 || time: 10/25/2019, 6:40:50 AM
Fan: ON || temperature: 3 || time: 10/25/2019, 6:40:50 AM
Fan: ON || temperature: 6 || time: 10/25/2019, 6:40:50 AM
Fan: ON || temperature: 9 || time: 10/25/2019, 6:40:50 AM
Fan: ON || temperature: 12 || time: 10/25/2019, 6:40:50 AM
Fan: ON || temperature: 15 || time: 10/25/2019, 6:40:50 AM
Fan: ON || temperature: 18 || time: 10/25/2019, 6:40:50 AM
Fan: ON || temperature: 21 || time: 10/25/2019, 6:40:50 AM
Fan: ON || temperature: 24 || time: 10/25/2019, 6:40:50 AM
Fan: ON || temperature: 27 || time: 10/25/2019, 6:40:50 AM
Fan: ON || temperature: 30 || time: 10/25/2019, 6:40:50 AM
Fan: ON || temperature: 33 || time: 10/25/2019, 6:40:50 AM
Fan: ON || temperature: 36 || time: 10/25/2019, 6:40:50 AM
Fan: ON || temperature: 39 || time: 10/25/2019, 6:40:50 AM
Fan: ON || temperature: 42 || time: 10/25/2019, 6:40:51 AM
Fan: ON || temperature: 45 || time: 10/25/2019, 6:40:51 AM
Fan: ON || temperature: 48 || time: 10/25/2019, 6:40:51 AM
Fan: ON || temperature: 51 || time: 10/25/2019, 6:40:51 AM
Fan: ON || temperature: 54 || time: 10/25/2019, 6:40:51 AM
Fan: ON || temperature: 57 || time: 10/25/2019, 6:40:51 AM
Fan: ON || temperature: 60 || time: 10/25/2019, 6:40:51 AM
Fan: ON || temperature: 63 || time: 10/25/2019, 6:40:51 AM
Fan: ON || temperature: 66 || time: 10/25/2019, 6:40:51 AM
Fan: ON || temperature: 69 || time: 10/25/2019, 6:40:51 AM
Fan: ON || temperature: 72 || time: 10/25/2019, 6:40:51 AM
Fan: ON || temperature: 75 || time: 10/25/2019, 6:40:51 AM
Fan: ON || temperature: 78 || time: 10/25/2019, 6:40:51 AM
Fan: ON || temperature: 81 || time: 10/25/2019, 6:40:51 AM
Fan: ON || temperature: 84 || time: 10/25/2019, 6:40:51 AM
Fan: ON || temperature: 87 || time: 10/25/2019, 6:40:51 AM
Fan: ON || temperature: 90 || time: 10/25/2019, 6:40:51 AM
Fan: ON || temperature: 93 || time: 10/25/2019, 6:40:51 AM
Fan: ON || temperature: 96 || time: 10/25/2019, 6:40:51 AM
Fan: ON || temperature: 99 || time: 10/25/2019, 6:40:51 AM
Fan: ON || temperature: 102 || time: 10/25/2019, 6:40:51 AM
Fan: ON || temperature: 105 || time: 10/25/2019, 6:40:51 AM
Fan: ON || temperature: 108 || time: 10/25/2019, 6:40:51 AM
Fan: ON || temperature: 111 || time: 10/25/2019, 6:40:51 AM
Fan: ON || temperature: 114 || time: 10/25/2019, 6:40:51 AM
Fan: ON || temperature: 117 || time: 10/25/2019, 6:40:51 AM
Fan: ON || temperature: 120 || time: 10/25/2019, 6:40:51 AM
Fan: ON || temperature: 123 || time: 10/25/2019, 6:40:51 AM
Fan: ON || temperature: 126 || time: 10/25/2019, 6:40:51 AM
Fan: ON || temperature: 129 || time: 10/25/2019, 6:40:51 AM
Fan: ON || temperature: 132 || time: 10/25/2019, 6:40:51 AM
Fan: ON || temperature: 135 || time: 10/25/2019, 6:40:51 AM
Fan: ON || temperature: 138 || time: 10/25/2019, 6:40:51 AM
Fan: ON || temperature: 141 || time: 10/25/2019, 6:40:51 AM
Fan: ON || temperature: 144 || time: 10/25/2019, 6:40:51 AM
Fan: ON || temperature: 147 || time: 10/25/2019, 6:40:51 AM
Fan: ON || temperature: 150 || time: 10/25/2019, 6:40:51 AM
Fan: ON || temperature: 153 || time: 10/25/2019, 6:40:51 AM
Fan: ON || temperature: 156 || time: 10/25/2019, 6:40:51 AM
Fan: ON || temperature: 159 || time: 10/25/2019, 6:40:51 AM
Fan: ON || temperature: 162 || time: 10/25/2019, 6:40:51 AM
Fan: ON || temperature: 165 || time: 10/25/2019, 6:40:51 AM
Fan: ON || temperature: 168 || time: 10/25/2019, 6:40:51 AM
Fan: ON || temperature: 171 || time: 10/25/2019, 6:40:51 AM
Fan: ON || temperature: 174 || time: 10/25/2019, 6:40:51 AM
Fan: ON || temperature: 177 || time: 10/25/2019, 6:40:51 AM
Fan: ON || temperature: 180 || time: 10/25/2019, 6:40:51 AM
Fan: ON || temperature: 183 || time: 10/25/2019, 6:40:51 AM
Fan: ON || temperature: 186 || time: 10/25/2019, 6:40:51 AM
Fan: ON || temperature: 189 || time: 10/25/2019, 6:40:51 AM
Fan: ON || temperature: 192 || time: 10/25/2019, 6:40:51 AM
Fan: ON || temperature: 195 || time: 10/25/2019, 6:40:52 AM
Fan: ON || temperature: 198 || time: 10/25/2019, 6:40:52 AM
Fan: ON || temperature: 201 || time: 10/25/2019, 6:40:52 AM
Fan: ON || temperature: 204 || time: 10/25/2019, 6:40:52 AM
Fan: ON || temperature: 207 || time: 10/25/2019, 6:40:52 AM
Fan: ON || temperature: 210 || time: 10/25/2019, 6:40:52 AM
Fan: ON || temperature: 213 || time: 10/25/2019, 6:40:52 AM
Fan: ON || temperature: 216 || time: 10/25/2019, 6:40:52 AM
Fan: ON || temperature: 219 || time: 10/25/2019, 6:40:52 AM
Fan: ON || temperature: 222 || time: 10/25/2019, 6:40:52 AM
Fan: ON || temperature: 225 || time: 10/25/2019, 6:40:52 AM
Fan: ON || temperature: 228 || time: 10/25/2019, 6:40:52 AM
Fan: ON || temperature: 231 || time: 10/25/2019, 6:40:52 AM
Fan: ON || temperature: 234 || time: 10/25/2019, 6:40:52 AM
Fan: ON || temperature: 237 || time: 10/25/2019, 6:40:52 AM
Fan: ON || temperature: 240 || time: 10/25/2019, 6:40:52 AM
Fan: ON || temperature: 243 || time: 10/25/2019, 6:40:52 AM
Fan: ON || temperature: 246 || time: 10/25/2019, 6:40:52 AM
Fan: ON || temperature: 249 || time: 10/25/2019, 6:40:52 AM
Fan: ON || temperature: 252 || time: 10/25/2019, 6:40:52 AM
Fan: ON || temperature: 255 || time: 10/25/2019, 6:40:52 AM
Fan: ON || temperature: 258 || time: 10/25/2019, 6:40:52 AM
Fan: ON || temperature: 261 || time: 10/25/2019, 6:40:52 AM
Fan: ON || temperature: 264 || time: 10/25/2019, 6:40:52 AM
Fan: ON || temperature: 267 || time: 10/25/2019, 6:40:52 AM
Fan: ON || temperature: 270 || time: 10/25/2019, 6:40:52 AM
Fan: ON || temperature: 273 || time: 10/25/2019, 6:40:52 AM
Fan: ON || temperature: 276 || time: 10/25/2019, 6:40:52 AM
Fan: ON || temperature: 279 || time: 10/25/2019, 6:40:52 AM
Fan: ON || temperature: 282 || time: 10/25/2019, 6:40:52 AM
Fan: ON || temperature: 285 || time: 10/25/2019, 6:40:52 AM
Fan: ON || temperature: 288 || time: 10/25/2019, 6:40:52 AM
Fan: ON || temperature: 291 || time: 10/25/2019, 6:40:52 AM
Fan: ON || temperature: 294 || time: 10/25/2019, 6:40:52 AM
Fan: ON || temperature: 297 || time: 10/25/2019, 6:40:52 AM
Fan: ON || temperature: 300 || time: 10/25/2019, 6:40:52 AM
Fan: ON || temperature: 303 || time: 10/25/2019, 6:40:52 AM
Fan: ON || temperature: 306 || time: 10/25/2019, 6:40:52 AM
Fan: ON || temperature: 309 || time: 10/25/2019, 6:40:52 AM
Fan: ON || temperature: 312 || time: 10/25/2019, 6:40:52 AM
Fan: ON || temperature: 315 || time: 10/25/2019, 6:40:52 AM
Fan: ON || temperature: 318 || time: 10/25/2019, 6:40:52 AM
Fan: ON || temperature: 321 || time: 10/25/2019, 6:40:52 AM
Fan: ON || temperature: 324 || time: 10/25/2019, 6:40:52 AM
Fan: ON || temperature: 327 || time: 10/25/2019, 6:40:52 AM
Fan: ON || temperature: 330 || time: 10/25/2019, 6:40:52 AM
Fan: ON || temperature: 333 || time: 10/25/2019, 6:40:52 AM
Fan: ON || temperature: 336 || time: 10/25/2019, 6:40:52 AM
Fan: ON || temperature: 339 || time: 10/25/2019, 6:40:52 AM
Fan: ON || temperature: 342 || time: 10/25/2019, 6:40:52 AM
Fan: ON || temperature: 345 || time: 10/25/2019, 6:40:53 AM
Fan: ON || temperature: 348 || time: 10/25/2019, 6:40:53 AM
Fan: ON || temperature: 351 || time: 10/25/2019, 6:40:53 AM
Fan: ON || temperature: 354 || time: 10/25/2019, 6:40:53 AM
Fan: ON || temperature: 357 || time: 10/25/2019, 6:40:53 AM
Fan: ON || temperature: 360 || time: 10/25/2019, 6:40:53 AM
Fan: ON || temperature: 363 || time: 10/25/2019, 6:40:53 AM
Fan: ON || temperature: 366 || time: 10/25/2019, 6:40:53 AM
Fan: ON || temperature: 369 || time: 10/25/2019, 6:40:53 AM
Fan: ON || temperature: 372 || time: 10/25/2019, 6:40:53 AM
Fan: ON || temperature: 375 || time: 10/25/2019, 6:40:53 AM
Fan: ON || temperature: 378 || time: 10/25/2019, 6:40:53 AM
Fan: ON || temperature: 381 || time: 10/25/2019, 6:40:53 AM
Fan: ON || temperature: 384 || time: 10/25/2019, 6:40:53 AM
Fan: ON || temperature: 387 || time: 10/25/2019, 6:40:53 AM
Fan: ON || temperature: 390 || time: 10/25/2019, 6:40:53 AM
Fan: ON || temperature: 393 || time: 10/25/2019, 6:40:53 AM
Fan: ON || temperature: 396 || time: 10/25/2019, 6:40:53 AM
Fan: ON || temperature: 399 || time: 10/25/2019, 6:40:53 AM
Fan: ON || temperature: 402 || time: 10/25/2019, 6:40:53 AM
Fan: ON || temperature: 405 || time: 10/25/2019, 6:40:53 AM
Fan: ON || temperature: 408 || time: 10/25/2019, 6:40:53 AM
Fan: ON || temperature: 411 || time: 10/25/2019, 6:40:53 AM
Fan: ON || temperature: 414 || time: 10/25/2019, 6:40:53 AM
Fan: ON || temperature: 417 || time: 10/25/2019, 6:40:53 AM
Fan: ON || temperature: 420 || time: 10/25/2019, 6:40:53 AM
Fan: ON || temperature: 423 || time: 10/25/2019, 6:40:53 AM
Fan: ON || temperature: 426 || time: 10/25/2019, 6:40:53 AM
Fan: ON || temperature: 429 || time: 10/25/2019, 6:40:53 AM
Fan: ON || temperature: 432 || time: 10/25/2019, 6:40:53 AM
Fan: ON || temperature: 435 || time: 10/25/2019, 6:40:53 AM
Fan: ON || temperature: 438 || time: 10/25/2019, 6:40:53 AM
Fan: ON || temperature: 441 || time: 10/25/2019, 6:40:53 AM
Fan: ON || temperature: 444 || time: 10/25/2019, 6:40:53 AM
Fan: ON || temperature: 447 || time: 10/25/2019, 6:40:53 AM
Fan: ON || temperature: 450 || time: 10/25/2019, 6:40:53 AM
Fan: ON || temperature: 453 || time: 10/25/2019, 6:40:53 AM
Fan: ON || temperature: 456 || time: 10/25/2019, 6:40:53 AM
Fan: ON || temperature: 459 || time: 10/25/2019, 6:40:53 AM
Fan: ON || temperature: 462 || time: 10/25/2019, 6:40:53 AM
Fan: ON || temperature: 465 || time: 10/25/2019, 6:40:53 AM
Fan: ON || temperature: 468 || time: 10/25/2019, 6:40:53 AM
Fan: ON || temperature: 471 || time: 10/25/2019, 6:40:53 AM
Fan: ON || temperature: 474 || time: 10/25/2019, 6:40:53 AM
Fan: ON || temperature: 477 || time: 10/25/2019, 6:40:53 AM
Fan: ON || temperature: 480 || time: 10/25/2019, 6:40:53 AM
Fan: ON || temperature: 483 || time: 10/25/2019, 6:40:53 AM
Fan: ON || temperature: 486 || time: 10/25/2019, 6:40:53 AM
Fan: ON || temperature: 489 || time: 10/25/2019, 6:40:53 AM
Fan: ON || temperature: 492 || time: 10/25/2019, 6:40:53 AM
Fan: ON || temperature: 495 || time: 10/25/2019, 6:40:53 AM
Fan: ON || temperature: 498 || time: 10/25/2019, 6:40:54 AM
Fan: ON || temperature: 0 || time: 10/25/2019, 6:40:54 AM
Fan: ON || temperature: 3 || time: 10/25/2019, 6:40:54 AM
Fan: ON || temperature: 6 || time: 10/25/2019, 6:40:54 AM
Fan: ON || temperature: 9 || time: 10/25/2019, 6:40:54 AM
Fan: ON || temperature: 12 || time: 10/25/2019, 6:40:54 AM
Fan: ON || temperature: 15 || time: 10/25/2019, 6:40:54 AM
Fan: ON || temperature: 18 || time: 10/25/2019, 6:40:54 AM
Fan: ON || temperature: 21 || time: 10/25/2019, 6:40:54 AM
Fan: ON || temperature: 24 || time: 10/25/2019, 6:40:54 AM
Fan: ON || temperature: 27 || time: 10/25/2019, 6:40:54 AM
Fan: ON || temperature: 30 || time: 10/25/2019, 6:40:54 AM
Fan: ON || temperature: 33 || time: 10/25/2019, 6:40:54 AM
Fan: ON || temperature: 36 || time: 10/25/2019, 6:40:54 AM
Fan: ON || temperature: 39 || time: 10/25/2019, 6:40:54 AM
Fan: ON || temperature: 42 || time: 10/25/2019, 6:40:54 AM
Fan: ON || temperature: 45 || time: 10/25/2019, 6:40:54 AM
Fan: ON || temperature: 48 || time: 10/25/2019, 6:40:54 AM
Fan: ON || temperature: 51 || time: 10/25/2019, 6:40:54 AM
Fan: ON || temperature: 54 || time: 10/25/2019, 6:40:54 AM
Fan: ON || temperature: 57 || time: 10/25/2019, 6:40:54 AM
Fan: ON || temperature: 60 || time: 10/25/2019, 6:40:54 AM
Fan: ON || temperature: 63 || time: 10/25/2019, 6:40:54 AM
Fan: ON || temperature: 66 || time: 10/25/2019, 6:40:54 AM
Fan: ON || temperature: 69 || time: 10/25/2019, 6:40:54 AM
Fan: ON || temperature: 72 || time: 10/25/2019, 6:40:54 AM
Fan: ON || temperature: 75 || time: 10/25/2019, 6:40:54 AM
Fan: ON || temperature: 78 || time: 10/25/2019, 6:40:54 AM
Fan: ON || temperature: 81 || time: 10/25/2019, 6:40:54 AM
Fan: ON || temperature: 84 || time: 10/25/2019, 6:40:54 AM
Fan: ON || temperature: 87 || time: 10/25/2019, 6:40:54 AM
Fan: ON || temperature: 90 || time: 10/25/2019, 6:40:54 AM
Fan: ON || temperature: 93 || time: 10/25/2019, 6:40:54 AM
Fan: ON || temperature: 96 || time: 10/25/2019, 6:40:54 AM
Fan: ON || temperature: 99 || time: 10/25/2019, 6:40:54 AM
Fan: ON || temperature: 102 || time: 10/25/2019, 6:40:54 AM
Fan: ON || temperature: 105 || time: 10/25/2019, 6:40:54 AM
Fan: ON || temperature: 108 || time: 10/25/2019, 6:40:54 AM
Fan: ON || temperature: 111 || time: 10/25/2019, 6:40:54 AM
Fan: ON || temperature: 114 || time: 10/25/2019, 6:40:54 AM
Fan: ON || temperature: 117 || time: 10/25/2019, 6:40:54 AM
Fan: ON || temperature: 120 || time: 10/25/2019, 6:40:54 AM
Fan: ON || temperature: 123 || time: 10/25/2019, 6:40:54 AM
Fan: ON || temperature: 126 || time: 10/25/2019, 6:40:54 AM
Fan: ON || temperature: 129 || time: 10/25/2019, 6:40:54 AM
Fan: ON || temperature: 132 || time: 10/25/2019, 6:40:54 AM
Fan: ON || temperature: 135 || time: 10/25/2019, 6:40:54 AM
Fan: ON || temperature: 138 || time: 10/25/2019, 6:40:54 AM
Fan: ON || temperature: 141 || time: 10/25/2019, 6:40:54 AM
Fan: ON || temperature: 144 || time: 10/25/2019, 6:40:54 AM
Fan: ON || temperature: 147 || time: 10/25/2019, 6:40:55 AM
Fan: ON || temperature: 150 || time: 10/25/2019, 6:40:55 AM
Fan: ON || temperature: 153 || time: 10/25/2019, 6:40:55 AM
Fan: ON || temperature: 156 || time: 10/25/2019, 6:40:55 AM
Fan: ON || temperature: 159 || time: 10/25/2019, 6:40:55 AM
Fan: ON || temperature: 162 || time: 10/25/2019, 6:40:55 AM
Fan: ON || temperature: 165 || time: 10/25/2019, 6:40:55 AM
Fan: ON || temperature: 168 || time: 10/25/2019, 6:40:55 AM
Fan: ON || temperature: 171 || time: 10/25/2019, 6:40:55 AM
Fan: ON || temperature: 174 || time: 10/25/2019, 6:40:55 AM
Fan: ON || temperature: 177 || time: 10/25/2019, 6:40:55 AM
Fan: ON || temperature: 180 || time: 10/25/2019, 6:40:55 AM
Fan: ON || temperature: 183 || time: 10/25/2019, 6:40:55 AM
Fan: ON || temperature: 186 || time: 10/25/2019, 6:40:55 AM
Fan: ON || temperature: 189 || time: 10/25/2019, 6:40:55 AM
Fan: ON || temperature: 192 || time: 10/25/2019, 6:40:55 AM
Fan: ON || temperature: 195 || time: 10/25/2019, 6:40:55 AM
Fan: ON || temperature: 198 || time: 10/25/2019, 6:40:55 AM
Fan: ON || temperature: 201 || time: 10/25/2019, 6:40:55 AM
Fan: ON || temperature: 204 || time: 10/25/2019, 6:40:55 AM
Fan: ON || temperature: 207 || time: 10/25/2019, 6:40:55 AM
Fan: ON || temperature: 210 || time: 10/25/2019, 6:40:55 AM
Fan: ON || temperature: 213 || time: 10/25/2019, 6:40:55 AM
Fan: ON || temperature: 216 || time: 10/25/2019, 6:40:55 AM
Fan: ON || temperature: 219 || time: 10/25/2019, 6:40:55 AM
Fan: ON || temperature: 222 || time: 10/25/2019, 6:40:55 AM
Fan: ON || temperature: 225 || time: 10/25/2019, 6:40:55 AM
Fan: ON || temperature: 228 || time: 10/25/2019, 6:40:55 AM
Fan: ON || temperature: 231 || time: 10/25/2019, 6:40:55 AM
Fan: ON || temperature: 234 || time: 10/25/2019, 6:40:55 AM
Fan: ON || temperature: 237 || time: 10/25/2019, 6:40:55 AM
Fan: ON || temperature: 240 || time: 10/25/2019, 6:40:55 AM
Fan: ON || temperature: 243 || time: 10/25/2019, 6:40:55 AM
Fan: ON || temperature: 246 || time: 10/25/2019, 6:40:55 AM
Fan: ON || temperature: 249 || time: 10/25/2019, 6:40:55 AM
Fan: ON || temperature: 252 || time: 10/25/2019, 6:40:55 AM
Fan: ON || temperature: 255 || time: 10/25/2019, 6:40:55 AM
Fan: ON || temperature: 258 || time: 10/25/2019, 6:40:55 AM
Fan: ON || temperature: 261 || time: 10/25/2019, 6:40:55 AM
Fan: ON || temperature: 264 || time: 10/25/2019, 6:40:55 AM
Fan: ON || temperature: 267 || time: 10/25/2019, 6:40:55 AM
Fan: ON || temperature: 270 || time: 10/25/2019, 6:40:55 AM
Fan: ON || temperature: 273 || time: 10/25/2019, 6:40:55 AM
Fan: ON || temperature: 276 || time: 10/25/2019, 6:40:55 AM
Fan: ON || temperature: 279 || time: 10/25/2019, 6:40:55 AM
Fan: ON || temperature: 282 || time: 10/25/2019, 6:40:55 AM
Fan: ON || temperature: 285 || time: 10/25/2019, 6:40:55 AM
Fan: ON || temperature: 288 || time: 10/25/2019, 6:40:55 AM
Fan: ON || temperature: 291 || time: 10/25/2019, 6:40:55 AM
Fan: ON || temperature: 294 || time: 10/25/2019, 6:40:55 AM
Fan: ON || temperature: 297 || time: 10/25/2019, 6:40:55 AM
Fan: ON || temperature: 300 || time: 10/25/2019, 6:40:56 AM
Fan: ON || temperature: 303 || time: 10/25/2019, 6:40:56 AM
Fan: ON || temperature: 306 || time: 10/25/2019, 6:40:56 AM
Fan: ON || temperature: 309 || time: 10/25/2019, 6:40:56 AM
Fan: ON || temperature: 312 || time: 10/25/2019, 6:40:56 AM
Fan: ON || temperature: 315 || time: 10/25/2019, 6:40:56 AM
Fan: ON || temperature: 318 || time: 10/25/2019, 6:40:56 AM
Fan: ON || temperature: 321 || time: 10/25/2019, 6:40:56 AM
Fan: ON || temperature: 324 || time: 10/25/2019, 6:40:56 AM
Fan: ON || temperature: 327 || time: 10/25/2019, 6:40:56 AM
Fan: ON || temperature: 330 || time: 10/25/2019, 6:40:56 AM
Fan: ON || temperature: 333 || time: 10/25/2019, 6:40:56 AM
Fan: ON || temperature: 336 || time: 10/25/2019, 6:40:56 AM
Fan: ON || temperature: 339 || time: 10/25/2019, 6:40:56 AM
Fan: ON || temperature: 342 || time: 10/25/2019, 6:40:56 AM
Fan: ON || temperature: 345 || time: 10/25/2019, 6:40:56 AM
Fan: ON || temperature: 348 || time: 10/25/2019, 6:40:56 AM
Fan: ON || temperature: 351 || time: 10/25/2019, 6:40:56 AM
Fan: ON || temperature: 354 || time: 10/25/2019, 6:40:56 AM
Fan: ON || temperature: 357 || time: 10/25/2019, 6:40:56 AM
Fan: ON || temperature: 360 || time: 10/25/2019, 6:40:56 AM
Fan: ON || temperature: 363 || time: 10/25/2019, 6:40:56 AM
Fan: ON || temperature: 366 || time: 10/25/2019, 6:40:56 AM
Fan: ON || temperature: 369 || time: 10/25/2019, 6:40:56 AM
Fan: ON || temperature: 372 || time: 10/25/2019, 6:40:56 AM
Fan: ON || temperature: 375 || time: 10/25/2019, 6:40:56 AM
Fan: ON || temperature: 378 || time: 10/25/2019, 6:40:56 AM
Fan: ON || temperature: 381 || time: 10/25/2019, 6:40:56 AM
Fan: ON || temperature: 384 || time: 10/25/2019, 6:40:56 AM
Fan: ON || temperature: 387 || time: 10/25/2019, 6:40:56 AM
Fan: ON || temperature: 390 || time: 10/25/2019, 6:40:56 AM
Fan: ON || temperature: 393 || time: 10/25/2019, 6:40:56 AM
Fan: ON || temperature: 396 || time: 10/25/2019, 6:40:56 AM
Fan: ON || temperature: 399 || time: 10/25/2019, 6:40:56 AM
Fan: ON || temperature: 402 || time: 10/25/2019, 6:40:56 AM
Fan: ON || temperature: 405 || time: 10/25/2019, 6:40:56 AM
Fan: ON || temperature: 408 || time: 10/25/2019, 6:40:56 AM
Fan: ON || temperature: 411 || time: 10/25/2019, 6:40:56 AM
Fan: ON || temperature: 414 || time: 10/25/2019, 6:40:56 AM
Fan: ON || temperature: 417 || time: 10/25/2019, 6:40:56 AM
Fan: ON || temperature: 420 || time: 10/25/2019, 6:40:56 AM
Fan: ON || temperature: 423 || time: 10/25/2019, 6:40:56 AM
Fan: ON || temperature: 426 || time: 10/25/2019, 6:40:56 AM
Fan: ON || temperature: 429 || time: 10/25/2019, 6:40:56 AM
Fan: ON || temperature: 432 || time: 10/25/2019, 6:40:56 AM
Fan: ON || temperature: 435 || time: 10/25/2019, 6:40:56 AM
Fan: ON || temperature: 438 || time: 10/25/2019, 6:40:56 AM
Fan: ON || temperature: 441 || time: 10/25/2019, 6:40:56 AM
Fan: ON || temperature: 444 || time: 10/25/2019, 6:40:56 AM
Fan: ON || temperature: 447 || time: 10/25/2019, 6:40:56 AM
Fan: ON || temperature: 450 || time: 10/25/2019, 6:40:57 AM
Fan: ON || temperature: 453 || time: 10/25/2019, 6:40:57 AM
Fan: ON || temperature: 456 || time: 10/25/2019, 6:40:57 AM
Fan: ON || temperature: 459 || time: 10/25/2019, 6:40:57 AM
Fan: ON || temperature: 462 || time: 10/25/2019, 6:40:57 AM
Fan: ON || temperature: 465 || time: 10/25/2019, 6:40:57 AM
Fan: ON || temperature: 468 || time: 10/25/2019, 6:40:57 AM
Fan: ON || temperature: 471 || time: 10/25/2019, 6:40:57 AM
Fan: ON || temperature: 474 || time: 10/25/2019, 6:40:57 AM
Fan: ON || temperature: 477 || time: 10/25/2019, 6:40:57 AM
Fan: ON || temperature: 480 || time: 10/25/2019, 6:40:57 AM
Fan: ON || temperature: 483 || time: 10/25/2019, 6:40:57 AM
Fan: ON || temperature: 486 || time: 10/25/2019, 6:40:57 AM
Fan: ON || temperature: 489 || time: 10/25/2019, 6:40:57 AM
Fan: ON || temperature: 492 || time: 10/25/2019, 6:40:57 AM
